Name,Position,Goals,Losses,Assists,Red cards,Fouls,Appearances,Passes per match,Passes,Wins,Yellow cards
Alex Iwobi,Forward,13.0,52.0,19.0,0.0,56.0,161.0,28.61,4607.0,75.0,2.0
Wilfried Zaha,Forward,49.0,109.0,27.0,1.0,325.0,252.0,21.75,5482.0,80.0,40.0
Callum Hudson-Odoi,Forward,3.0,16.0,9.0,0.0,24.0,59.0,21.29,1256.0,31.0,1.0
Troy Parrott,Forward,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0
Nicolas Pépé,Forward,15.0,21.0,8.0,1.0,31.0,65.0,22.8,1482.0,27.0,5.0
Sergi Canós,Forward,1.0,1.0,0.0,0.0,9.0,8.0,18.88,151.0,3.0,2.0
Demarai Gray,Forward,13.0,51.0,10.0,0.0,41.0,140.0,14.79,2071.0,57.0,7.0
Bryan Gil,Forward,0.0,2.0,0.0,0.0,1.0,4.0,6.25,25.0,2.0,0.0
Rafa Mir,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Pressley,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Firmino,Forward,67.0,31.0,42.0,0.0,228.0,216.0,34.74,7503.0,134.0,9.0
Brad Young,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takumi Minamino,Forward,3.0,10.0,0.0,0.0,18.0,29.0,17.0,493.0,14.0,1.0
Bertrand Traoré,Forward,9.0,22.0,7.0,0.0,34.0,50.0,17.18,859.0,17.0,1.0
Leandro Trossard,Forward,11.0,28.0,9.0,0.0,49.0,73.0,26.74,1952.0,18.0,3.0
Romelu Lukaku,Forward,116.0,81.0,35.0,0.0,192.0,258.0,22.4,5780.0,116.0,19.0
Nathan Broadhead,Forward,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
Rodrigo,Forward,8.0,23.0,3.0,0.0,29.0,49.0,17.73,869.0,18.0,5.0
Wesley,Forward,5.0,14.0,1.0,0.0,44.0,25.0,14.92,373.0,7.0,3.0
Louie Barry,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Idah,Forward,0.0,15.0,0.0,0.0,2.0,17.0,3.53,60.0,0.0,0.0
Liam Delap,Forward,0.0,1.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0
Scott Carson,Goalkeeper,0.0,66.0,2.0,1.0,4.0,146.0,18.71,2732.0,45.0,6.0
James Trafford,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Ruddy,Goalkeeper,0.0,56.0,0.0,1.0,1.0,121.0,21.44,2594.0,33.0,3.0
Nathan Shepperd,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Illan Meslier,Goalkeeper,0.0,17.0,0.0,0.0,1.0,42.0,31.31,1315.0,17.0,1.0
Aston Oxborough,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Lloris,Goalkeeper,0.0,70.0,0.0,0.0,3.0,305.0,25.32,7723.0,174.0,3.0
Elia Caprile,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Cumming,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Randolph,Goalkeeper,0.0,15.0,0.0,0.0,0.0,34.0,26.47,900.0,12.0,1.0
Akos Onodi,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliwier Zych,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon McCracken,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Bishop,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrik Gunnarsson,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Sánchez,Goalkeeper,0.0,11.0,0.0,0.0,2.0,34.0,37.26,1267.0,11.0,4.0
Karl Darlow,Goalkeeper,0.0,22.0,0.0,0.0,0.0,47.0,25.81,1213.0,11.0,4.0
Matej Kovar,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson,Goalkeeper,0.0,21.0,2.0,1.0,5.0,152.0,25.46,3870.0,115.0,9.0
Marcus Bettinelli,Goalkeeper,0.0,4.0,0.0,0.0,0.0,7.0,30.14,211.0,1.0,1.0
Lukasz Fabianski,Goalkeeper,0.0,114.0,2.0,1.0,7.0,286.0,25.39,7261.0,111.0,6.0
Kjell Scherpen,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alisson,Goalkeeper,1.0,11.0,1.0,1.0,2.0,107.0,28.91,3093.0,75.0,2.0
Ben Foster,Goalkeeper,0.0,161.0,0.0,0.0,14.0,367.0,25.59,9391.0,102.0,13.0
Michael McGovern,Goalkeeper,0.0,2.0,0.0,0.0,0.0,2.0,20.0,40.0,0.0,0.0
Mikki van Sas,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamil Grabara,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ørjan Nyland,Goalkeeper,0.0,4.0,0.0,0.0,0.0,7.0,21.71,152.0,1.0,0.0
Jakub Ojrzynski,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Pickford,Goalkeeper,0.0,76.0,0.0,0.0,4.0,182.0,31.0,5642.0,65.0,5.0
Will Norris,Goalkeeper,0.0,2.0,0.0,0.0,0.0,3.0,18.67,56.0,1.0,0.0
Mark Gillespie,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Grant,Goalkeeper,0.0,12.0,0.0,0.0,0.0,31.0,30.94,959.0,10.0,1.0
Alphonse Areola,Goalkeeper,0.0,18.0,0.0,0.0,0.0,36.0,23.28,838.0,5.0,2.0
Daniel Barden,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Butland,Goalkeeper,0.0,33.0,0.0,0.0,1.0,78.0,30.08,2346.0,23.0,0.0
Martin Dúbravka,Goalkeeper,0.0,41.0,0.0,0.0,0.0,101.0,26.62,2689.0,34.0,1.0
Thomas McGill,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Söndergaard,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Oluwayemi,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matija Sarkic,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Steele,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Parkes,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caoimhin Kelleher,Goalkeeper,0.0,1.0,0.0,0.0,0.0,2.0,26.0,52.0,1.0,0.0
Lucas Bergström,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jed Steer,Goalkeeper,0.0,3.0,0.0,0.0,0.0,3.0,21.0,63.0,0.0,0.0
José Sá,Goalkeeper,0.0,4.0,1.0,0.0,1.0,7.0,19.14,134.0,3.0,1.0
Cieran Slicker,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Daniels,Goalkeeper,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0
Stephen Henderson,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus Gunn,Goalkeeper,0.0,10.0,0.0,0.0,0.0,22.0,23.64,520.0,6.0,0.0
Tim Krul,Goalkeeper,0.0,100.0,2.0,0.0,3.0,200.0,27.95,5590.0,60.0,9.0
Robin Olsen,Goalkeeper,0.0,2.0,0.0,0.0,0.0,7.0,25.14,176.0,2.0,1.0
Andy Lonergan,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Martínez,Goalkeeper,0.0,23.0,0.0,0.0,2.0,59.0,28.61,1688.0,27.0,4.0
Karl Hein,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernd Leno,Goalkeeper,0.0,31.0,0.0,1.0,2.0,100.0,27.97,2797.0,43.0,2.0
Christian Walton,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrián,Goalkeeper,0.0,45.0,0.0,2.0,5.0,139.0,25.04,3481.0,57.0,10.0
Sergio Romero,Goalkeeper,0.0,1.0,0.0,0.0,0.0,7.0,25.86,181.0,4.0,0.0
Remi Matthews,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Davies,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Pope,Goalkeeper,0.0,42.0,0.0,0.0,3.0,112.0,27.72,3105.0,38.0,5.0
Álvaro Fernández,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hart,Goalkeeper,0.0,97.0,1.0,0.0,6.0,340.0,19.8,6733.0,169.0,7.0
Rúnar Alex Rúnarsson,Goalkeeper,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0
Pierluigi Gollini,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bailey Peacock-Farrell,Goalkeeper,0.0,4.0,0.0,0.0,0.0,4.0,26.5,106.0,0.0,0.0
Harry Tyrer,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,Goalkeeper,0.0,50.0,1.0,0.0,1.0,79.0,26.46,2090.0,19.0,1.0
Arthur Okonkwo,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David de Gea,Goalkeeper,0.0,71.0,0.0,0.0,1.0,346.0,22.03,7621.0,190.0,6.0
Kiko Casilla,Goalkeeper,0.0,1.0,0.0,0.0,0.0,3.0,26.0,78.0,2.0,0.0
Zack Steffen,Goalkeeper,0.0,0.0,0.0,0.0,1.0,1.0,26.0,26.0,1.0,0.0
Daniel Langley,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rui Patrício,Goalkeeper,0.0,38.0,0.0,0.0,0.0,112.0,19.24,2155.0,42.0,1.0
Zan-Luk Leban,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,Goalkeeper,0.0,22.0,0.0,0.0,0.0,77.0,28.18,2170.0,41.0,3.0
Vicente Guaita,Goalkeeper,0.0,41.0,0.0,0.0,1.0,99.0,24.99,2474.0,33.0,5.0
Eldin Jakupovic,Goalkeeper,0.0,13.0,0.0,0.0,0.0,28.0,27.46,769.0,9.0,0.0
João Virgínia,Goalkeeper,0.0,1.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0
Willy Caballero,Goalkeeper,0.0,5.0,0.0,0.0,0.0,34.0,24.18,822.0,19.0,0.0
Robert Elliot,Goalkeeper,0.0,28.0,1.0,1.0,1.0,52.0,28.12,1462.0,15.0,1.0
Kasper Schmeichel,Goalkeeper,0.0,84.0,0.0,0.0,0.0,254.0,29.26,7432.0,111.0,11.0
Jakub Stolarczyk,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karlo Ziger,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Raya,Goalkeeper,0.0,1.0,0.0,0.0,0.0,7.0,42.57,298.0,3.0,0.0
Wayne Hennessey,Goalkeeper,0.0,94.0,1.0,0.0,1.0,181.0,26.84,4858.0,47.0,4.0
Freddie Woodman,Goalkeeper,0.0,3.0,0.0,0.0,0.0,4.0,26.75,107.0,0.0,0.0
Alfie Whiteman,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louie Moulden,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vítezslav Jaros,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Édouard Mendy,Goalkeeper,0.0,8.0,0.0,0.0,1.0,37.0,29.05,1075.0,21.0,3.0
Ellery Balcombe,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pontus Dahlberg,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mat Ryan,Goalkeeper,0.0,55.0,0.0,0.0,2.0,124.0,29.0,3596.0,29.0,3.0
Loris Karius,Goalkeeper,0.0,4.0,0.0,0.0,2.0,29.0,27.21,789.0,17.0,1.0
Kristoffer Klaesson,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir Begovic,Goalkeeper,1.0,105.0,0.0,0.0,5.0,253.0,21.78,5511.0,80.0,12.0
Fraser Forster,Goalkeeper,0.0,42.0,0.0,0.0,1.0,115.0,23.98,2758.0,48.0,4.0
Tom Smith,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viljami Sinisalo,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Bachmann,Goalkeeper,0.0,3.0,0.0,0.0,0.0,4.0,25.5,102.0,1.0,0.0
James Hillson,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arijanet Muric,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Pitaluga,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Baxter,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Heaton,Goalkeeper,0.0,55.0,0.0,0.0,2.0,116.0,28.36,3290.0,34.0,5.0
Nathan Trott,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Austin,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Mata,Midfielder,52.0,62.0,54.0,1.0,135.0,271.0,43.04,11665.0,143.0,19.0
Ethan Galbraith,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Rupp,Midfielder,0.0,13.0,0.0,0.0,14.0,17.0,22.53,383.0,2.0,1.0
Imran Louza,Midfielder,0.0,1.0,0.0,0.0,0.0,1.0,14.0,14.0,0.0,0.0
Tom Dele-Bashiru,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaden Philogene-Bidace,Midfielder,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,2.0,0.0
Kgaogelo Chauke,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruben Loftus-Cheek,Midfielder,10.0,36.0,7.0,0.0,68.0,110.0,23.89,2628.0,40.0,4.0
Jairo Riedewald,Midfielder,2.0,33.0,0.0,0.0,28.0,64.0,18.09,1158.0,17.0,4.0
Cole Palmer,Midfielder,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,1.0,0.0
Romain Saïss,Midfielder,7.0,32.0,1.0,1.0,104.0,86.0,48.47,4168.0,34.0,21.0
Josh Brownhill,Midfielder,0.0,22.0,1.0,0.0,48.0,50.0,34.7,1735.0,14.0,7.0
Mohamed Elneny,Midfielder,1.0,17.0,3.0,1.0,34.0,70.0,49.83,3488.0,43.0,10.0
Milot Rashica,Midfielder,0.0,6.0,0.0,0.0,4.0,7.0,12.14,85.0,0.0,0.0
Jesse Lingard,Midfielder,29.0,35.0,14.0,0.0,161.0,152.0,27.62,4198.0,79.0,18.0
Phil Foden,Midfielder,16.0,9.0,8.0,0.0,31.0,72.0,22.11,1592.0,57.0,0.0
Pablo Fornals,Midfielder,9.0,29.0,10.0,0.0,51.0,76.0,28.92,2198.0,31.0,7.0
Giovani Lo Celso,Midfielder,1.0,13.0,3.0,0.0,47.0,50.0,31.78,1589.0,23.0,11.0
Tariqe Fosu-Henry,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vlasic,Midfielder,0.0,6.0,0.0,0.0,9.0,15.0,15.67,235.0,4.0,0.0
Adrián Bernabé,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,Midfielder,7.0,54.0,9.0,2.0,250.0,152.0,51.31,7799.0,67.0,27.0
Alfie Devine,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Jordão,Midfielder,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0
Alfie McCalmont,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Baker,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Forshaw,Midfielder,0.0,16.0,1.0,0.0,33.0,35.0,38.71,1355.0,6.0,4.0
Emiliano Marcondes,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,Midfielder,0.0,4.0,0.0,0.0,6.0,9.0,15.33,138.0,2.0,3.0
Marc Albrighton,Midfielder,19.0,103.0,42.0,1.0,178.0,290.0,22.01,6382.0,108.0,35.0
Kwadwo Baah,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorginho,Midfielder,13.0,23.0,3.0,0.0,100.0,103.0,72.73,7491.0,57.0,20.0
Christian Atsu,Midfielder,3.0,32.0,6.0,0.0,34.0,80.0,13.7,1096.0,25.0,5.0
Ben Cottrell,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Fitzhugh,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaoru Mitoma,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Azeez,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Maddison,Midfielder,21.0,37.0,15.0,1.0,81.0,105.0,38.31,4023.0,49.0,11.0
Romeo Lavia,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernandinho,Midfielder,18.0,40.0,18.0,4.0,346.0,249.0,63.66,15852.0,173.0,52.0
Todd Cantwell,Midfielder,6.0,31.0,2.0,0.0,35.0,42.0,28.07,1179.0,5.0,8.0
Oliver Skipp,Midfielder,0.0,3.0,0.0,0.0,14.0,22.0,20.55,452.0,15.0,4.0
Xherdan Shaqiri,Midfielder,22.0,44.0,20.0,0.0,90.0,129.0,26.65,3438.0,53.0,14.0
Claudio Gomes,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fernandes,Midfielder,30.0,7.0,20.0,0.0,59.0,58.0,56.33,3267.0,33.0,10.0
Enock Mwepu,Midfielder,0.0,0.0,0.0,0.0,3.0,3.0,11.0,33.0,3.0,1.0
James Balagizi,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Wilson,Midfielder,7.0,19.0,0.0,0.0,12.0,31.0,18.55,575.0,7.0,2.0
Oleksandr Zinchenko,Midfielder,0.0,11.0,3.0,1.0,44.0,63.0,71.21,4486.0,50.0,2.0
Gabriel Martinelli,Midfielder,5.0,8.0,1.0,0.0,19.0,30.0,9.13,274.0,11.0,1.0
Mario Lemina,Midfielder,3.0,34.0,2.0,0.0,91.0,74.0,36.04,2667.0,13.0,12.0
Maurizio Pochettino,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Bowden,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granit Xhaka,Midfielder,9.0,46.0,15.0,4.0,242.0,165.0,72.35,11938.0,84.0,42.0
James Milner,Midfielder,55.0,140.0,85.0,3.0,467.0,567.0,30.26,17157.0,286.0,70.0
Micah Hamilton,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanguy Ndombele,Midfielder,5.0,22.0,4.0,0.0,40.0,57.0,33.32,1899.0,20.0,6.0
Kalvin Phillips,Midfielder,1.0,10.0,2.0,0.0,56.0,35.0,49.97,1749.0,17.0,11.0
Kevin De Bruyne,Midfielder,43.0,26.0,78.0,0.0,148.0,184.0,52.67,9691.0,126.0,15.0
Conor Bradley,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Elliott,Midfielder,0.0,2.0,0.0,0.0,1.0,8.0,25.0,200.0,5.0,0.0
Jack Grealish,Midfielder,16.0,52.0,17.0,0.0,90.0,103.0,32.34,3331.0,33.0,16.0
Paris Maghoma,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beni Baningime,Midfielder,0.0,2.0,0.0,0.0,4.0,8.0,10.25,82.0,2.0,1.0
Thiago,Midfielder,1.0,7.0,1.0,0.0,49.0,28.0,66.96,1875.0,15.0,4.0
Tawanda Maswanhise,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crysencio Summerville,Midfielder,0.0,1.0,0.0,0.0,0.0,2.0,7.0,14.0,0.0,0.0
Albert Sambi Lokonga,Midfielder,0.0,2.0,0.0,0.0,5.0,6.0,39.83,239.0,3.0,2.0
André Gomes,Midfielder,1.0,29.0,3.0,0.0,124.0,77.0,38.6,2972.0,31.0,16.0
Ross Barkley,Midfielder,28.0,71.0,28.0,0.0,167.0,227.0,37.1,8422.0,99.0,18.0
Domingos Quina,Midfielder,1.0,5.0,0.0,0.0,8.0,12.0,19.75,237.0,4.0,0.0
Jensen Weir,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitaker,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juraj Kucka,Midfielder,0.0,3.0,0.0,0.0,14.0,6.0,24.5,147.0,2.0,1.0
Arjan Raikhy,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naby Keïta,Midfielder,5.0,4.0,4.0,0.0,51.0,57.0,37.53,2139.0,46.0,2.0
Reda Khadra,Midfielder,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Frank Onyeka,Midfielder,0.0,1.0,0.0,0.0,9.0,6.0,12.17,73.0,3.0,1.0
Mark Noble,Midfielder,46.0,164.0,35.0,5.0,387.0,405.0,45.07,18255.0,143.0,82.0
Stuart McKinstry,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwell Haygarth,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Zamburek,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Klich,Midfielder,5.0,17.0,6.0,0.0,50.0,40.0,41.52,1661.0,16.0,6.0
Jóhann Gudmundsson,Midfielder,9.0,61.0,18.0,0.0,61.0,125.0,18.32,2290.0,33.0,9.0
Ainsley Maitland-Niles,Midfielder,1.0,27.0,3.0,2.0,51.0,84.0,30.37,2551.0,36.0,8.0
Mathias Jensen,Midfielder,0.0,1.0,0.0,0.0,0.0,3.0,12.0,36.0,1.0,0.0
Allan,Midfielder,0.0,10.0,1.0,0.0,46.0,31.0,41.19,1277.0,15.0,6.0
James Ward-Prowse,Midfielder,32.0,109.0,29.0,2.0,246.0,276.0,34.73,9585.0,92.0,34.0
Caleb Watts,Midfielder,0.0,3.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,1.0
Peter Gwargis,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Etebo,Midfielder,0.0,3.0,0.0,0.0,7.0,6.0,25.83,155.0,2.0,3.0
Boubakary Soumaré,Midfielder,0.0,2.0,0.0,0.0,4.0,5.0,22.2,111.0,1.0,0.0
Rúben Neves,Midfielder,11.0,42.0,6.0,0.0,118.0,116.0,54.7,6345.0,43.0,27.0
Carney Chukwuemeka,Midfielder,0.0,0.0,0.0,0.0,2.0,3.0,8.67,26.0,2.0,0.0
Gylfi Sigurdsson,Midfielder,67.0,121.0,50.0,0.0,214.0,318.0,26.88,8548.0,129.0,22.0
Jeff Hendrick,Midfielder,12.0,66.0,6.0,2.0,112.0,146.0,24.49,3575.0,49.0,20.0
Moussa Sissoko,Midfielder,14.0,93.0,24.0,2.0,301.0,264.0,35.47,9363.0,122.0,40.0
Matthew Longstaff,Midfielder,2.0,8.0,0.0,0.0,9.0,14.0,28.14,394.0,2.0,1.0
Victor Moses,Midfielder,20.0,65.0,18.0,0.0,169.0,220.0,21.03,4627.0,103.0,16.0
Martin Ødegaard,Midfielder,2.0,5.0,2.0,0.0,4.0,19.0,36.32,690.0,10.0,1.0
Charly Musonda,Midfielder,0.0,2.0,1.0,0.0,3.0,3.0,6.0,18.0,1.0,0.0
Melvin Sitti,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko Grujic,Midfielder,0.0,3.0,0.0,0.0,2.0,8.0,5.88,47.0,4.0,1.0
Dwight McNeil,Midfielder,7.0,46.0,16.0,0.0,60.0,103.0,26.99,2780.0,32.0,8.0
Matt Ritchie,Midfielder,11.0,67.0,23.0,0.0,180.0,153.0,31.52,4823.0,45.0,28.0
Jean-Philippe Gbamin,Midfielder,0.0,0.0,0.0,0.0,2.0,3.0,26.33,79.0,1.0,0.0
Marcel Lavinier,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny McLean,Midfielder,1.0,32.0,1.0,0.0,24.0,43.0,43.72,1880.0,4.0,5.0
Thomas Partey,Midfielder,0.0,8.0,2.0,0.0,22.0,28.0,45.68,1279.0,14.0,6.0
Stuart Armstrong,Midfielder,12.0,41.0,10.0,0.0,79.0,92.0,26.41,2430.0,31.0,9.0
Youri Tielemans,Midfielder,13.0,32.0,16.0,0.0,85.0,95.0,56.04,5324.0,45.0,11.0
Myles Peart-Harris,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Mbeumo,Midfielder,2.0,1.0,0.0,0.0,2.0,7.0,18.86,132.0,3.0,1.0
Jack Harrison,Midfielder,8.0,18.0,8.0,0.0,33.0,41.0,27.24,1117.0,17.0,2.0
Shandon Baptiste,Midfielder,0.0,1.0,0.0,1.0,3.0,5.0,11.8,59.0,2.0,0.0
Alexandre Jankewitz,Midfielder,0.0,2.0,0.0,1.0,1.0,2.0,1.5,3.0,0.0,0.0
